12D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Order,Age -group,Func_EF_flex_one,Function,ES_group,Study,Year ,Task,speed/acc (+ all speed tasks even if no matched with accuracy),speed/acc matched, x̅ ,SD,N  obs,Current Phe Mean,SD, x̅ ,SD,N  obs,,Order,Age -group,Func_EF_flex_one,Function,ES_group,Study,Year ,Task,speed/acc (+ all speed tasks even if no matched with accuracy),speed/acc matched, x̅ ,SD,N  obs,Current Phe Mean,SD, x̅ ,SD,N  obs
333,Adults,Higher Language Skills,Higher Language Skills,,De Felice et al 2018,2018,Metaphor Picture-N err,accuracy,accuracy,1.1000,1.700,22,751,,2.30000,3.100,25,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
334,Adults,Higher Language Skills,Higher Language Skills,,De Felice et al 2018,2018,Metaphor Picture-Time,speed,speed,58.9000,34.300,22,751,,41.00000,13.000,25,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
335,Adults,Higher Language Skills,Higher Language Skills,,De Felice et al 2018,2018,Non Emotional Prosody-N err,,,0.2000,0.500,22,751,,0.40000,0.800,25,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
336,Adults,Higher Language Skills,Higher Language Skills,,De Felice et al 2018,2018,Verbal Narrative-% cor info units ,,,87.7000,7.800,33,751,,91.70000,4.600,32,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
337,Adults,Higher Language Skills,Higher Language Skills,,De Felice et al 2018,2018,Verbal Narrative-Main concepts-% cor,,,81.1000,21.200,33,751,,86.70000,10.900,32,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
338,Adults,Higher Language Skills,Higher Language Skills,,De Felice et al 2018,2018,Verbal Narrative-Mean utterance length,,,13.2000,2.500,33,751,,14.20000,3.000,32,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
339,Adults,Higher Language Skills,Higher Language Skills,,De Felice et al 2018,2018,Verbal Narrative-Speech rate,,,2.2000,0.400,33,751,,2.40000,0.400,32,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
340,Adults,Higher Language Skills,Higher Language Skills,,Palermo et al 2017/2018,2017,WASI Similarities-N cor,,,36.0000,5.800,37,720,,39.20000,3.600,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
341,Adults,Higher Language Skills,Higher Language Skills,,Palermo et al 2017/2018,2017,WASI Vocabulary-N cor,,,58.4000,8.700,37,720,,64.20000,7.200,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
342,Adults,Higher Language Skills,Higher Language Skills,,Luna at al 2023,2023,Similarities ,,,20.7500,5.230,20,586,420,23.95000,5.720,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
343,Adults,Higher Language Skills,Higher Language Skills,,Luna at al 2023,2023,Vocabulary,,,33.6500,10.630,20,586,420,37.80000,7.550,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
344,Children,Language accuracy,Language accuracy,ES_small,Banich et al 2000,2000,Peabody Picture Vocabulary Test,,,113.5600,11.850,9,855,,115.50000,16.070,12,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
345,Children,Language accuracy,Language accuracy,ES_small,Bisiacchi et al 2018,2018, Naming,,,9.4000,1.000,11,743,84,9.40000,0.700,28,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
346,Adults,Language accuracy,Language accuracy,ES_small,De Felice et al 2018,2018,Block Cyclic Naming,accuracy,accuracy,12.8000,9.500,15,751,,10.70000,7.100,24,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
347,Adults,Language accuracy,Language accuracy,ES_small,De Felice et al 2018,2018,Verbal Narrative-% err,,,2.1000,1.400,33,751,,1.80000,1.700,32,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
348,Children,Language accuracy,Language accuracy,ES_small,Griffiths 1998,1998,Picture Vocabulary Scale,,,104.6400,14.620,11,388,127,101.45000,15.400,11,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
349,Adults,Language accuracy,Language accuracy,ES_small,Luna at al 2023,2023,Comprehension,,,22.5000,5.540,20,586,420,24.95000,4.380,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
350,Adults,Language accuracy,Language accuracy,ES_small,Luna at al 2023,2023,Information,,,10.8500,5.820,20,586,420,12.25000,4.540,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
351,Adults,Language accuracy,Language accuracy,ES_small,Palermo et al 2017/2018,2017,Continuous Naming,accuracy,accuracy,8.5000,11.000,30,720,,7.10000,5.100,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
352,Adults,Language accuracy,Language accuracy,ES_small,Palermo et al 2017/2018,2017,Colour Naming,accuracy,accuracy,0.1000,0.200,37,720,,0.10000,0.200,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
353,Adults,Language accuracy,Language accuracy,ES_small,Palermo et al 2017/2018,2017,Non-word reading-accuracy,accuracy,accuracy,7.9000,10.800,37,720,,5.80000,5.700,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
354,Adults,Language accuracy,Language accuracy,ES_small,Palermo et al 2017/2018,2017,Non-Word Spelling-accuracy,,,13.3000,8.200,37,720,,11.90000,7.600,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
355,Adults,Language accuracy,Language accuracy,ES_small,Palermo et al 2017/2018,2017,Word reading-Accuracy,accuracy,accuracy,0.7000,1.000,37,720,,0.60000,0.800,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
356,Adults,Language accuracy,Language accuracy,ES_small,Palermo et al 2017/2018,2017,Word Spelling-% err,,,3.9000,4.700,37,720,,4.80000,5.700,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
357,Adults,Language accuracy,Language accuracy,ES_small,Pilotto et al 2021,2021, Naming-accuracy,,,15.0000,0.800,19,890,,15.00000,0.800,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
358,Adults,Language accuracy,Language accuracy,ES_small,Pilotto et al 2021,2021,Baxt ideomotor apraxia,,,33.0000,4.800,19,890,,35.00000,1.570,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
359,Adults,Language accuracy,Language accuracy,ES_small,Pilotto et al 2021,2021,Token test,,,36.0000,0.010,19,890,,36.00000,0.010,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
360,Adults,Language speed,Language speed,ES_small,De Felice et al 2018,2018,Block Cyclic Naming,speed,speed,704.5000,147.300,15,751,,679.00000,143.100,24,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
361,Adults,Language speed,Language speed,ES_small,Palermo et al 2017/2018,2017,Colour Naming,speed,speed,731.0000,141.800,37,720,,617.00000,98.200,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
362,Adults,Language speed,Language speed,ES_small,Palermo et al 2017/2018,2017,Continuous Naming,speed,speed,897.0000,138.900,37,720,,835.00000,175.100,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
363,Adults,Language speed,Language speed,ES_small,Palermo et al 2017/2018,2017,Non-word reading-RT,speed,speed,795.0000,296.700,37,720,,604.00000,103.600,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
364,Children,Language speed,Language speed,ES_small,Christ et al 2006,2006,Stroop-neutral-accuracy,accuracy,accuracy,1.1000,2.000,26,424,339,1.00000,1.600,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
365,Children,Language speed,Language speed,ES_small,Weglage et al 1996/1999,1996,Stroop-baseline-speed,speed,,83.5000,16.700,20,583,377,62.10000,12.100,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
366,Children,Language speed,Language speed,ES_small,Weglage et al 1996/1999,1999,Stroop-neutral-speed,speed,,67.4000,11.200,20,744,456,56.60000,8.200,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
367,Children,Language speed,Language speed,ES_small,Christ et al 2006,2006,Stroop-neutral-speed,speed,speed,811.0000,173.000,26,424,339,817.00000,207.000,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
368,Children,Language speed,Language speed,ES_small,Gassio et al 2005,2005,Stroop-neutral-speed,speed,,40.0000,9.000,26,489,181,45.00000,6.000,21,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
369,Children,Language speed,Language speed,ES_small,White et al 2001,2001,Stroop-neutral -word reading,,,64.7100,19.810,23,496,230,80.95000,22.620,23,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
370,Children,Language speed,Language speed,ES_small,Weglage et al 1996/1999,1996,Stroop-reading-speed,speed,,48.2000,10.600,20,583,377,38.40000,7.100,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
371,Children,Language speed,Language speed,ES_small,Weglage et al 1996/1999,1999,Stroop-reading-speed,speed,,41.1000,10.300,20,744,456,34.00000,4.300,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
372,Children,Language speed,Language speed,ES_small,Gassio et al 2005,2005,Stroop-reading-speed,speed,,45.0000,8.000,26,489,181,50.00000,6.000,21,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
373,Children,Language speed,Language speed,ES_small,White et al 2001,2001,Stroop-neutral - colour naiming ,,,90.1600,27.020,23,496,230,107.49000,30.920,23,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
374,Adults,Language speed,Language speed,ES_small,Palermo et al 2017/2018,2017,Word Reading-RT,speed,speed,574.0000,120.000,37,720,,507.00000,93.300,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
375,Adults,Phonological Tasks,Phonological Tasks,,Palermo et al 2017/2018,2017,Phoneme Deletion-% err,,,14.5000,13.100,37,720,,11.20000,8.700,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
376,Adults,Phonological Tasks,Phonological Tasks,,Palermo et al 2017/2018,2017,Spoonerisms-% err,accuracy,accuracy,10.9000,14.700,37,720,,6.80000,6.600,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
377,Mixed-age,Visual learning LTM,Visual learning LTM,ES_medium,Luciana et al 2001,2001,Delayed matching to sample,,,0.8900,0.110,18,NA,,0.92000,0.100,16,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.,.
378,Mixed-age,Visual learning LTM,Visual learning LTM,ES_medium,Luciana et al 2001,2001,Delayed matching to sample,,,0.7000,0.160,18,NA,,0.75000,0.160,16,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.,.
379,Adults,Visual learning LTM,Visual learning LTM,ES_medium,Palermo et al 2017/2018,2017,P-ass VisL % err,,,14.1000,8.500,37,720,,10.50000,8.300,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
380,Adults,Visual learning LTM,Visual learning LTM,ES_medium,Romani et al 2020,2020,P-ass VisL % err,,,2.3000,2.200,19,1042,,1.20000,1.300,19,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
381,Adults,Visual learning LTM,Visual learning LTM,ES_medium,Palermo et al 2017/2018,2017,P-ass-VisL % err,,,3.1000,3.820,37,720,,1.90000,1.900,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
382,Adults,Visual learning LTM,Visual learning LTM,ES_medium,Channon et al 2004,2004,Rey-Osterrieth CFT-recall,,,63.3300,19.060,20,859,,70.63000,18.580,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
383,Adults,Visual learning LTM,Visual learning LTM,ES_medium,Nardecchia et al 2015,2015,Rey-Osterrieth CFT-recall,,,44.6400,37.180,14,-,,57.14000,35.010,14,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.,.
384,Adults,Visual learning LTM,Visual learning LTM,ES_medium,Pilotto et al 2021,2021,Rey-Osterrieth CFT-recall,,,21.0000,11.210,19,890,,30.00000,3.140,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
385,Adults,Visual learning LTM,Visual learning LTM,ES_medium,Ris et al 1994,1994,Rey-Osterrieth CFT-recall,,,64.0000,10.000,25,1332,,69.00000,2.000,15,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
386,Children,Visual learning LTM,Visual learning LTM,ES_medium,Antshel & Waisbren 2003,2003,Rey-Osterrieth CFT-recall,,,43.8000,7.500,46,490,375,49.70000,5.900,18,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
387,Children,Visual learning LTM,Visual learning LTM,ES_medium,Antshel & Waisbren 2003,2003,Rey-Osterrieth CFT-recall,,,42.7000,8.700,46,490,375,50.30000,8.200,18,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
388,Children,Visual learning LTM,Visual learning LTM,ES_medium,Leuzzi et al 2004,2010,Rey-Osterrieth CFT-recall,,,19.5000,6.930,14,491,149,24.88000,6.850,14,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
389,Children,Visual learning LTM,Visual learning LTM,ES_medium,Gassio et al 2005,2005,Rey-Osterrieth CFT-recall,,,53.0000,10.000,26,489,181,59.00000,11.000,21,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
390,Adults,Visual learning LTM,Visual learning LTM,ES_medium,Channon et al 2004,2004,Rey-Osterrieth CFT-recognition ,,,58.7500,4.350,20,859,,59.86000,5.060,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
391,Children,Visual learning LTM,Visual learning LTM,ES_medium,Griffiths 1995,1995,Rey-Davis Manual Labyrinth,,,10.5000,4.740,10,348,,13.10000,4.98,10,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
392,Mixed-age,Visual learning LTM,Visual learning LTM,ES_medium,Griffiths 1995,1995,Rey-Davis Manual Labyrinth,,,14.5000,3.950,10,1014,216,17.60000,1.080,10,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
393,Adults,Visual learning LTM,Visual learning LTM,ES_medium,Luna at al 2023,2023,Visual memory (ROCF),,,21.2000,7.130,20,586,420,25.85000,4.610,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
394,Adults,Visual learning LTM,Visual learning LTM,ES_medium,Moyle et al 2007,2007,WMS-III Visual delayed,,,95.0000,13.900,12,-,,97.00000,2.900,12,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.,.
395,,,,,,,,,,,,,,,,,,,.,1,1,1,1,1,1,1,.,.,1,1,1,1,1,1,1,1
396,Adults,Visual STM/WM,Visual STM/WM,ES_medium,Palermo et al 2017/2018,2017,Corsi Block task ,,,5.3000,0.900,37,720,,5.70000,0.900,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
397,Adults,Visual STM/WM,Visual STM/WM,ES_medium,Romani et al 2020,2020,Corsi Block task ,,,5.9000,1.000,19,1042,,5.00000,1.100,19,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
398,Children,Visual STM/WM,Visual STM/WM,ES_medium,Bisiacchi et al 2018,2018,Corsi Block task ,,,4.9000,0.900,11,743,84,4.30000,1.000,28,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
399,Mixed-age,Visual STM/WM,Visual STM/WM,ES_medium,Luciana et al 2001,2001,Corsi Block task ,,,6.7000,1.400,18,NA,,6.20000,1.400,16,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.,.
400,Mixed-age,Visual STM/WM,Visual STM/WM,ES_medium,Luciana et al 2001,2001,Corsi Block task ,,,0.7100,1.700,18,NA,,1.60000,4.070,16,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.,.
401,Mixed-age,Visual STM/WM,Visual STM/WM,ES_medium,Luciana et al 2001,2001,Corsi Block task ,,,21.6000,16.800,18,NA,,30.40000,16.900,16,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.,.
402,Mixed-age,Visual STM/WM,Visual STM/WM,ES_medium,Luciana et al 2001,2001,Corsi Block task ,,,32.6000,4.600,18,NA,,33.30000,4.330,16,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.,.
403,Adults,Visual STM/WM,Visual STM/WM,ES_medium,Jahja et al 2016/2017,2017,Feature integration-accuracy,accuracy,accuracy,4.5000,2.600,57,655,,3.90000,2.600,57,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
404,Adults,Visual STM/WM,Visual STM/WM,ES_medium,Jahja et al 2016/2017,2017,Feature integration-RT,speed,speed,1705.0000,457.000,57,655,,1539.00000,318.000,57,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
405,Adults,Visual STM/WM,Visual STM/WM,ES_medium,Channon et al 2004,2004,Self ordered pointing,,,13.5300,3.250,20,859,,17.62000,3.570,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
406,Adults,Visual STM/WM,Visual STM/WM,ES_medium,Smith et al 1996-High Phe,1996,Self ordered pointing,,,9.3000,3.650,11,1545,,4.68000,2.530,22,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
407,Adults,Visual STM/WM,Visual STM/WM,ES_medium,Smith et al 1996-Low Phe,1996,Self ordered pointing,,,8.9000,4.060,11,566,,4.68000,2.530,22,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
408,Children,Visual STM/WM,Visual STM/WM,ES_medium,Smith et al 2000,2000,Self ordered pointing,,,14.1600,6.620,19,777,200,12.53000,4.940,19,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
409,Adults,Visual STM/WM,Visual STM/WM,ES_medium,Jahja et al 2016/2017,2017,Visuospatial sequencing-N cor,,,98.6000,5.600,57,655,,100.70000,3.500,57,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
410,Children,Visual STM/WM,Visual STM/WM,ES_medium,Stemerdink et al 1999,1999,Recency judgment test,,,68.1000,14.900,36,455,250,88.90000,9.200,36,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
411,Children,Visual STM/WM,Visual STM/WM,ES_medium,Stemerdink et al 2000,2000,Recognition test,,,88.7000,9.200,36,455,250,91.50000,9.600,36,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
412,Adults,Visual STM/WM,Visual STM/WM,ES_medium,Moyle et al 2007,2007,WMS-III Visual Immedjate Memory,,,94.0000,19.400,12,-,,96.00000,11.800,12,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.,.
413,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,Luna at al 2023,2023,Incomplete figures subtest,,,10.6000,4.900,20,586,420,12.85000,3.990,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
414,Children,Visuo-spatial skills,Visuo-spatial skills,ES_small,Smith et al 2000,2000,Line bisection,,,2.2100,0.530,19,777,200,1.92000,0.540,19,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
415,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,Christ et al 2023,2023,Pattern Comparison ,speed,,56.0000,11.700,40,589,444,61.00000,10.900,32,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
416,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,Luna at al 2023,2023,Puzzles subtest,,,15.4500,6.650,20,586,420,17.75000,4.650,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
417,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,Channon et al 2005 on diet,2005,Perceptual judgement Task,accuracy,accuracy,99.4000,1.660,25,759,,99.40000,1.660,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
418,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,Channon et al 2007 off diet,2007,Perceptual judgement Task,accuracy,accuracy,98.2000,2.840,25,1286,,98.60000,2.020,45,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
419,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,Channon et al 2005 on diet,2005,Perceptual judgement Task,speed,speed,0.9900,0.350,25,759,,0.83000,0.260,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
420,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,Channon et al 2007 off diet,2007,Perceptual judgement Task,speed,speed,0.8700,0.200,25,1286,,0.82000,0.260,45,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
421,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,Channon et al 2004,2004,Rey-Osterrieth CFT-copy,,,98.1900,2.590,20,859,,98.19000,4.160,20,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
422,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,Luna at al 2023,2023,Rey-Osterrieth CFT-copy,,,29.5000,4.740,20,586,420,34.20000,1.880,20,,.,.,.,.,.,.,.,.,1,1,.,.,.,.,.,.,.,.
423,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,Luna at al 2023,2023,Rey-Osterrieth CFT-copy,,,3.3500,1.770,20,586,420,2.77000,1.640,20,,.,.,.,.,.,.,.,.,1,1,.,.,.,.,.,.,.,.
424,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,Nardecchia et al 2015,2015,Rey-Osterrieth CFT-copy,,,77.8600,28.600,14,-,,86.79000,24.310,14,,.,.,.,.,.,.,.,.,.,.,.,.,.,#VALUE!,.,.,.,.
425,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,Pilotto et al 2021,2021,Rey-Osterrieth CFT-copy,,,36.0000,1.600,19,890,,36.00000,0.790,25,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
426,Children,Visuo-spatial skills,Visuo-spatial skills,ES_small,Anderson et al 2002/2007,2002,Rey-Osterrieth CFT-copy,,,27.2400,6.720,36,,,29.26000,4.920,69,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
427,Children,Visuo-spatial skills,Visuo-spatial skills,ES_small,Antshel & Waisbren 2003,2003,Rey-Osterrieth CFT-copy,,,38.5000,9.300,46,490,375,52.50000,10.400,18,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
428,Children,Visuo-spatial skills,Visuo-spatial skills,ES_small,Leuzzi et al 2004,2009,Rey-Osterrieth CFT-copy,,,28.5300,5.170,14,491,149,34.23000,1.960,14,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
429,Children,Visuo-spatial skills,Visuo-spatial skills,ES_small,Gassio et al 2005,2005,Rey-Osterrieth CFT-copy,,,51.0000,8.000,26,489,181,60.00000,10.000,21,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
430,Children,Visuo-spatial skills,Visuo-spatial skills,ES_small,Bisiacchi et al 2018,2018,Street’s Completion Test,,,-0.5900,0.940,11,743,84,0.00000,0.660,28,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
431,Adults,Visual spatial attention speed,Visual spatial attention speed,ES_large,Ris et al 1994,1994,ADM visual search-RT,,,461.0000,132.000,25,1332,,395.00000,48.000,15,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
432,Adults,Visual spatial attention speed,Visual spatial attention speed,ES_large,Palermo et al 2017/2018,2017,Choice detection,speed,speed,307.0000,42.000,37,720,,281.00000,31.300,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
433,Adults,Visual spatial attention speed,Visual spatial attention speed,ES_large,Palermo et al 2017/2018,2017,Conjoined search,speed,speed,1008.0000,239.700,37,720,,841.00000,126.300,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
434,Adults,Visual spatial attention speed,Visual spatial attention speed,ES_large,Romani et al 2020,2020,Conjoined search-RT,speed,speed,1152.0000,237.000,19,1042,,938.00000,203.000,19,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
435,Adults,Visual spatial attention speed,Visual spatial attention speed,ES_large,Palermo et al 2017/2018,2017,Detection w/distractors-RT,speed,speed,438.0000,70.600,37,720,,407.00000,72.200,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
436,Adults,Visual spatial attention speed,Visual spatial attention speed,ES_large,Romani et al 2020,2020,Detection w/distractors-RT,speed,speed,483.0000,104.000,19,1042,,430.00000,58.000,19,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
437,Adults,Visual spatial attention speed,Visual spatial attention speed,ES_large,Palermo et al 2017/2018,2017,Feature search-RT,speed,speed,606.0000,167.600,37,720,,498.00000,71.700,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
438,Adults,Visual spatial attention speed,Visual spatial attention speed,ES_large,Romani et al 2020,2020,Feature search-RT,speed,speed,752.0000,262.000,19,1042,,586.00000,113.000,19,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
439,Adults,Visual spatial attention speed,Visual spatial attention speed,ES_large,Jahja et al 2016/2017,2017,Memory search-high load-RT,speed,speed,2144.0000,570.000,57,655,,1875.00000,418.000,57,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
440,Adults,Visual spatial attention speed,Visual spatial attention speed,ES_large,Jahja et al 2016/2017,2017,Memory search-low load-RT,speed,speed,605.0000,146.000,57,655,,549.00000,80.000,57,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
441,Children,Visual spatial attention speed,Visual spatial attention speed,ES_large,Anderson et al 2002/2007,2008,Symbol Search,,,8.3600,2.872,33,,,11.35000,2.915,34,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
442,Children,Visuo-spatial attention acc,Visual spatial attention speed,ES_large,Antshel & Waisbren 2003,2003,Symbol Search,,,9.9000,2.800,46,490,375,10.20000,1.800,18,,.,.,.,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.
443,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Palermo et al 2017/2018,2017,Choice detection,accuracy,accuracy,0.5000,0.800,37,720,,0.40000,0.800,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
444,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Palermo et al 2017/2018,2017,Conjoined search,accuracy,accuracy,2.4000,2.700,37,720,,3.10000,4.400,30,,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.
445,Adults,Visuo-spatial attention acc,Visuo-spatial attention acc,ES_small,Romani et al 2020,2020,Conjunction search-accuracy,accuracy,accuracy,3.2000,4.700,19,1042,,2.80000,4.700,19,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
